LINK	ORIGINAL	TAKEN	UPLOADED	TITLE	PHOTOGRAPHER	PHOTOGRAPHERLOC	DESC	VIEWS	TAG	COCODESC1	COCODESC2	COCODESC3	COCODESC4	COCODESC5	LATITUDE	LONGITUDE	COUNTRY	COCOTAG	COCOTAGDESC	COCOKEY	COCOSTUFF	STUFFDESC	X	Y	Z	AA	AB	AC	AD	AE	AF	AG	AH	AI	AJ	AK	AL	AM	AN	AO	AP	AQ	AR	AS	AT	AU	AV	AW	AX	AY	AZ	BA	BB	BC	BD	BE	BF	BG	BH	BI	BJ	BK	BL	BM	BN	BO	BP	BQ	BR	BS	BT	BU	BV
http://flickr.com/photo.gne?id=522239585_3ad698c8a7_z.jpg	http://farm1.staticflickr.com/247/522239585_3ad698c8a7_z.jpg	2007-05-28 19:57:06	2007-05-30	Yertle Drinking Water	Michael Coté	Austin, Texas, Texas	Our cups need lids!	2124	piedmont; yertle; water; cats; 	A cat drinking out of a glass on top of a table.	a cat stands on a table drinking water out of a glass 	A cat drinking ice water out of a glass.	A grey colored cat that is drinking from a glass of water.	A cat is drinking something from a glass.	30.341871	-97.722389	United States	./database/coco_tag/166277.png	cat; cup; cup; cup; 	NULL	./database/coco_stuff/166277.png	floor-other; food-other; furniture-other; table; textile-other; wall-concrete; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=6479798749_fb83fd63db_z.jpg	http://farm8.staticflickr.com/7020/6479798749_fb83fd63db_z.jpg	2011-11-18 14:25:05	2011-12-09	Sun Umbrella	pixculture	San Francisco, USA		431	Australia; Beach; Birthday; Bondi; Botanical Gardens; Bronte; Celebration; Cityscapes; Landscapes; NSW; New South Wales; People; Sculptures By the Sea; Sydney; 	A person leaning up against a metal rail while holding a rainbow colored umbrella.	A person is sitting under a colorful umbrella.	A person with a rainbow umbrella looking at the ocean	A person holding a multicolored umbrella looking at a body of water.	an image with a person holding an umbrella	-33.899415	151.275386	Australia	./database/coco_tag/360137.png	umbrella; handbag; person; 	./database/coco_key/360137.png	./database/coco_stuff/360137.png	bush; metal; textile-other; water-other; other; 																																																			
http://flickr.com/photo.gne?id=355302776_1d1215b7c1_z.jpg	http://farm1.staticflickr.com/131/355302776_1d1215b7c1_z.jpg	2007-01-12 17:48:04	2007-01-13	Working with Cat	Michael Coté	Austin, Texas, Texas		258	cote; powerbook; yertle; cats; piedmont; livingroom; tgif; yuh!; 	A man using his laptop computer while a cat sits on his lap.	A man sitting in a chair with a cat and a laptop.	A cat sitting on the man's lap while the man types on the laptop. 	An Apple user and his faithful cat surf the web.	a man using his laptop while his cat looks at the screen	30.341871	-97.722389	United States	./database/coco_tag/177015.png	cat; couch; laptop; person; couch; refrigerator; 	./database/coco_key/177015.png	./database/coco_stuff/177015.png	blanket; door-stuff; furniture-other; wall-concrete; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=3404233089_e67192c9a0_z.jpg	http://farm4.staticflickr.com/3592/3404233089_e67192c9a0_z.jpg	2009-03-28 18:19:03	2009-04-01	HDP  154	thinklad	Hong Kong, China		122	vietnam; train; station; suitcase; departure; uniform; railway; 	A couple of men standing next to train tracks.	Several people standing at a train station while a train arrives.	two men wait for a train at dusk	The backsides of people as they wait for a train coming in to the station.	Several people waiting on the side of train tracks as a train with it;s lights on comes down the track.	21.04679	105.840386	Vietnam	./database/coco_tag/292236.png	person; person; person; suitcase; person; train; person; 	./database/coco_key/292236.png	./database/coco_stuff/292236.png	building-other; pavement; platform; railroad; sky-other; tree; other; 																																																			
http://flickr.com/photo.gne?id=5961682633_69797dc630_z.jpg	http://farm7.staticflickr.com/6024/5961682633_69797dc630_z.jpg	2011-07-10 16:04:05	2011-07-21	rainy day	zoetnet	NULL	a rainy day at la roche in the ardennes, belgium	1322	rainy day; rain; umbrella; la roche; ardennes; belgium; 	A gentleman walking in the rain along a river.	A man standing on a street with a umbrella.	A man walking with an umbrella near a railing above a river.	There is a man standing near a river with a umbrella	A man holding an umbrella next to a waterway.	50.61264	4.540659	Belgium	./database/coco_tag/288042.png	person; truck; umbrella; 	./database/coco_key/288042.png	./database/coco_stuff/288042.png	building-other; ground-other; mountain; plant-other; river; sky-other; tree; vegetable; other; 																																																			
http://flickr.com/photo.gne?id=8185562472_d772716394_z.jpg	http://farm9.staticflickr.com/8199/8185562472_d772716394_z.jpg	2012-11-13 14:19:01	2012-11-14	LC skiing to Forest Service ridge in Royal Gorge area-03 11-13-12	George Lamson	NULL		69	'donner area'; skiing; donner; sierras; sierra nevada; 	A person skiing through a snowy forest with tall trees.	A person in the snow on some skis.	A young woman skiing through a snow covered forest.	A woman is skiing in a snowy forest.	A man is walking in skies in the snow	39.302583	-120.37587	United States	./database/coco_tag/347265.png	person; skis; 	./database/coco_key/347265.png	./database/coco_stuff/347265.png	branch; clothes; snow; tree; other; 																																																			
http://flickr.com/photo.gne?id=8662541989_107da95562_z.jpg	http://farm9.staticflickr.com/8241/8662541989_107da95562_z.jpg	2013-04-11 11:03:34	2013-04-19	Ann LC Dick skiing Palisades trail in Royal Gorge area-08 4-13-13	George Lamson	NULL		87	donner area; royalgorge; donner; sierras; sierra nevada; 	Several skiers glide down a hilly landscape covered in snow. 	3 people separated by a short distance skiing on a ski slope	Three people on packed snow trail, two skiing, one walking.	People cross country skiing on a path between trees.	some snow skiers one in a blue jacket the other white	39.309438	-120.405478	United States	./database/coco_tag/414170.png	person; person; person; skis; skis; skis; backpack; 	./database/coco_key/414170.png	./database/coco_stuff/414170.png	snow; tree; other; 																																																			
http://flickr.com/photo.gne?id=8321626453_2a93c92a4d_z.jpg	http://farm9.staticflickr.com/8494/8321626453_2a93c92a4d_z.jpg	2012-12-28 13:44:36	2012-12-29	LC skiing at Van Norden Meadow-02 12-28-12	George Lamson	NULL		66	donner area; donner summit valley; donner; summit; valley; sierras; sierra nevada; 	A woman riding skis down a snow covered slope.	A woman skiing down a snowy, tree-lined path.	a woman is wearing a pink and black jacket is sking	A woman on skis sliding down a snowy hill.	A woman skiing on a path by some trees.	39.322127	-120.370684	United States	./database/coco_tag/118921.png	person; skis; skis; 	./database/coco_key/118921.png	./database/coco_stuff/118921.png	sky-other; snow; tree; other; 																																																			
http://flickr.com/photo.gne?id=4618354279_3f5d01f9fb_z.jpg	http://farm5.staticflickr.com/4062/4618354279_3f5d01f9fb_z.jpg	2010-04-18 09:19:28	2010-05-18	Dick skiing at Alpine Meadows-04 4-18-10	George Lamson	NULL		19	donner summit; donner; summit; california; area; donner area; sierras; sierra nevada; 	A person skiing in an open area of snow.	An older man is skiing down a snowy mountain.	An older man downhill skiing down a slope.	A man skiing down a snowy hill alone.	a man wearing ski equipment on a snowy slope 	39.153472	-120.234184	United States	./database/coco_tag/99242.png	person; skis; 	./database/coco_key/99242.png	./database/coco_stuff/99242.png	snow; other; 																																																			
http://flickr.com/photo.gne?id=4218308004_67137a2e53_z.jpg	http://farm3.staticflickr.com/2695/4218308004_67137a2e53_z.jpg	2009-12-23 18:08:54	2009-12-27	Snacktime	David Wright	Saint Louis, MO, USA	Henri enjoyed a nice snack at Stumptown in downtown Portland..One Object 365 Days Project: 340/365.365 Toy Project: 340/365	226	Henri; 365toyproject; coffee; oneobject365daysproject; doughnut; Stumptown; 	A table with a napkin, doughnut on a plate, and a cup of coffee.	a donut with a cup of coffee and an ornate napkin holder	A white plate with a donut and napkin sculpture.	A donut is on the table on a white saucer.	A chocolate frosted donut on a plate with a cup of coffee and a penguin napkin holder. 	45.521807	-122.673441	United States	./database/coco_tag/378605.png	dining table; dining table; cup; donut; 	NULL	./database/coco_stuff/378605.png	table; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=5033065824_d526130e36_z.jpg	http://farm5.staticflickr.com/4154/5033065824_d526130e36_z.jpg	2010-09-20 17:54:48	2010-09-28	Hyatt Hotel Canberra	vincentq	Melbourne, Australia	Taken from my room at the Hyatt Hotel Canberra. Only got to stay there due to the other (cheaper) hotels being all booked out.	2064	australia; australian capital territory; bed; canberra; hotel; hotel canberra; hyatt; luxury; park hyatt; room; 	A bedroom with a large bed sitting next to a black dresser.	A small hotel room is furnished for business	A hotel suite with a desk sofa and bed	A room with a bed, a desk, and a television.	Hotel room scene, efficiency, queen bed, sofa, table/desk, TV, in brown tone room.	-35.29912	149.123976	Australia	./database/coco_tag/218091.png	tv; couch; bed; remote; chair; chair; couch; 	NULL	./database/coco_stuff/218091.png	carpet; ceiling-other; desk-stuff; door-stuff; furniture-other; light; metal; mirror-stuff; paper; plastic; table; wall-concrete; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=6790593405_88e4050767_z.jpg	http://farm8.staticflickr.com/7165/6790593405_88e4050767_z.jpg	2012-01-30 18:10:19	2012-01-30	Lisa - Very Pregnant - Very Unimpressed!	Gareth Wonfor (TempusVolat)	Yatton, UK	Lisa pregnant with our daughter Rebecca early 2000. I can remember her being distinctly unimpressed that i was taking photos...   I think the face says everything... 'WHAT have you done to me!!'..Scanned using an Epson Perfection v200 photo scanner	11452	wife; woman; beautiful; pregnant; bump; bed; reading; book; wristwatch; wrist; watch; pillows; tummy; bulge; rounded; unimpressed; face; expression; brunette; bellybutton; belly; button; fullterm; waiting; baby; lovely; bun; 2000; millenium; nightdress; night; dress; film; Scanned; scan; Epson Perfection v200; photo; scanner; Epson; Perfection; v200; gareth; mrmorodo; beauty; gorgeous; Good Looking; spouse; partner; attractive; lady; very pregnant; bulgy; round; pretty; hardback; duvet; pillow; widows peak; hair; up; hair up; big belly; stomach; Third trimester; fertile; fertility; gravida; gravid; primigravida; gestation; female; women are beautiful; Lisa; Gareth Wonfor; 	A pregnant woman laying in bed reading a book.	A pregnant woman in bed reading a book	A pregnant woman is in bed reading a large book.	A pregnant woman laying in bed reading a book	a pregnant woman laying in bed reading a book 	51.797608	-0.050961	United Kingdom	./database/coco_tag/578545.png	bed; chair; person; book; 	./database/coco_key/578545.png	./database/coco_stuff/578545.png	blanket; clothes; curtain; furniture-other; textile-other; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=2986591710_d76622fdf0_z.jpg	http://farm4.staticflickr.com/3179/2986591710_d76622fdf0_z.jpg	2008-10-29 19:19:24	2008-10-30	Richard Griffiths in Brighton University's New Usability Lab	Yandle	Brighton & Hove, UK	Similar, higher resolution shot <a href="http://www.flickr.com/photos/yandle/3231977570/in/photostream/">www.flickr.com/photos/yandle/3231977570/in/photostream/</a>	2999	Brighton University; keyboard; lab; laboritory; mirror; monitor; monitoring; recording; Richard Griffiths; screens; suit; University of Brighton; usability; usability lab; user testing; uxbri; uxbrighton; ux; 	A man in a suit standing next to a control board and computer.	A man standing near a table with video equipment. 	Man in suit smiling next to electronics and monitors	A man by desk with mixing equipment, a keyboard and a computer monitor.	A man in a suit stands near a table with computer equipment on it.	50.844369	-0.119277	United Kingdom	./database/coco_tag/9483.png	tv; person; mouse; keyboard; tv; tv; 	./database/coco_key/9483.png	./database/coco_stuff/9483.png	clothes; floor-other; plastic; table; wall-concrete; wall-tile; window-other; other; 																																																			
http://flickr.com/photo.gne?id=3280547594_b8d6ca0d4f_z.jpg	http://farm4.staticflickr.com/3613/3280547594_b8d6ca0d4f_z.jpg	2009-01-18 13:02:29	2009-02-15	Living Room	fox2mike	Singapore, Singapore	Love the lighting.	182	australia; melbourne; victoria; caroline springs; 	A very nice living room that is very clean.	A big, open room with large windows and wooden floors.	A living room with a wooden floor filled with furniture.	THERE IS A LIVING ROOM WITH A TABLE AND TV 	A living room with a couple of furniture. 	-37.750561	144.733886	Australia	./database/coco_tag/326082.png	tv; chair; chair; chair; couch; couch; dining table; banana; laptop; remote; bowl; chair; chair; chair; chair; chair; clock; 	NULL	./database/coco_stuff/326082.png	cabinet; ceiling-other; curtain; door-stuff; floor-wood; furniture-other; rug; shelf; wall-concrete; window-blind; window-other; other; 																																																			
http://flickr.com/photo.gne?id=5597870429_3cb9b03414_z.jpg	http://farm6.staticflickr.com/5105/5597870429_3cb9b03414_z.jpg	2011-04-04 14:14:48	2011-04-07	Texting in the Park	Jeffrey Pott	Weaverville, USA	Young woman texting in Pritchard Park in downtown Asheville, NC.	14086	Canon; 40D; Ashevile; Downtown; Pritchard; Park; Young; Woman; Girl; Teen; Texting; Cell; Phone; Sitting; Wall; Pretty; Hot; Day; 	A woman with a book bag sits on a ledge with her cell phone.	A beautiful woman sitting on a brick wall.	A girl is sitting on a wall and looking down at her cell phone.	A woman sits on a ledge and looks at her phone.	A girl is sitting on a brick wall using her cell phone.	35.594759	-82.554177	United States	./database/coco_tag/281414.png	cell phone; person; backpack; 	./database/coco_key/281414.png	./database/coco_stuff/281414.png	building-other; clothes; metal; textile-other; tree; wall-brick; other; 																																																			
